Noise Level,,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High
Model Complexity,,Simple,Simple,Simple,Simple,Middle,Middle,Middle,Middle,Complex,Complex,Complex,Complex,Simple,Simple,Simple,Simple,Middle,Middle,Middle,Middle,Complex,Complex,Complex,Complex
Window Size,,50,100,150,200,50,100,150,200,50,100,150,200,50,100,150,200,50,100,150,200,50,100,150,200
Dimension,Metric,,,,,,,,,,,,,,,,,,,,,,,,
Size,Number of Events,4269.742647056812,4431.977559607519,4479.242753622924,6061.076923076348,4141.770148026025,4942.07083333454,4712.327143538734,4577.206439392797,7277.644444442333,8075.523949579106,10638.74601024318,10287.445153061379,4002.6190476196753,3607.8374613013075,3448.7315010566126,3548.984381971677,4375.0805626602,4104.518299656132,3490.4156788793166,4001.642635658405,4646.919047618521,5486.834116540669,5291.345982142988,4432.355839416219
Size,Number of Traces,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
Size,Number of Distinct Activities,133.33333333333354,58.57142857142856,36.397058823529406,28.869047619047606,138.09523809523841,79.28571428571414,56.77655677655662,41.093700031979495,154.99999999999824,74.70930232558155,50.000000000000014,36.78646934460884,54.315789473684276,26.086956521739083,18.321678321678306,13.563218390804604,72.75132275132266,34.27505330490405,23.206854345165254,18.275652701882233,80.44804318488534,42.32736572890022,28.576975344593265,21.018455228981566
Size,Number of Distinct Traces,7.45897000565931,3.779981602851559,2.586591229177796,2.0249476488581424,89.8630952380955,73.15725806451644,63.847625394944686,58.59615974398274,263.06666666666916,185.42138888888906,154.09707816847896,135.68414869261213,3.2784935466982303,1.9282354429159942,1.3267828652354403,1.0405583000823357,45.655694915254244,35.24075820162834,30.67903963414635,27.649133175728892,86.1464023984008,63.787561762629686,57.16079029286571,53.501196080399986
Size,Number of Distinct Directly-Follows Relations,9.361954188517235,4.835823218176159,3.2931354359925784,2.5351841141314826,21.748461012311843,11.810883976913317,8.058420735382759,6.056312715291298,24.456158192090374,13.444318926563415,8.660800970873787,6.725381956061112,4.624067820458702,2.4155910449938016,1.7917596729673755,1.383711345688532,10.853210253481528,5.662557689507232,3.889097305419619,2.95666779947386,12.223530538838713,6.338548996706468,4.267568741347954,3.279760052553331
Size,Min. Trace Length,34.7347347347348,20.344827586206897,14.285714285714295,10.946038251366112,171.4285714285703,99.99999999999991,61.458333333333286,46.42857142857132,258.3333333333349,102.94117647058803,61.904761904762026,55.844155844155836,21.54738878143131,11.506935687263557,8.454155605472739,7.106782106782106,61.57894736842124,32.05128205128205,22.466039707419014,17.20629047178539,127.77777777777831,66.68888888888885,37.09677419354833,30.10256410256408
Size,Avg. Trace Length,4269.742647057261,4431.97755960741,4479.242753624345,6061.07692307469,4141.770148025474,4942.070833332431,4712.3271435422985,4577.206439392467,7277.644444440944,8075.523949582013,10638.74601023264,10287.445153054407,4002.619047620503,3607.8374613015835,3448.731501057732,3548.9843819706466,4375.080562661546,4104.518299657351,3490.4156788810446,4001.6426356585166,4646.919047618487,5486.83411653937,5291.345982146569,4432.355839416531
Size,Max. Trace Length,46.41025641025637,20.526315789473685,15.29220779220779,12.363636363636367,9008.49999999539,inf,inf,inf,8751.500000002201,inf,inf,inf,21.435406698564577,11.57103825136612,8.863955119214586,7.334955497214576,2037.3750000000205,2851.250000000049,3302.3333333330356,5802.250000001155,3000.000000000069,4250.250000000846,inf,inf
Variation,Percentage of Distinct Traces,7.458970005659356,3.7799816028515743,2.5865912291777855,2.024947648858152,89.86309523809524,73.15725806451633,63.84762539494487,58.59615974398298,263.06666666667616,185.4213888888925,154.0970781684826,135.6841486926125,3.278493546698221,1.928235442915994,1.3267828652354368,1.0405583000823357,45.65569491525405,35.24075820162844,30.679039634146314,27.649133175728945,86.14640239840008,63.787561762629764,57.160790292866174,53.501196080399914
Variation,Average Distinct Activities per Trace,964.7762516615217,977.8081256401736,1014.8717110637824,1037.1795573362479,1833.1498316497655,2248.6735352532023,2370.5644444449363,2346.397849462045,3193.3218218217394,3581.305229141763,3352.6948529421916,3583.965909089742,524.0274599542352,522.1812957157807,500.005555617273,509.925376396189,1451.9926739928674,1668.3697412602637,1538.8876328584697,1549.8047199301027,1765.2640332644314,1998.1891891894475,2041.0502473723966,2138.8918128657515
Variation,Structure,42.000826547605044,22.74573676527485,15.818943031143561,12.181616253122336,175.86560770765834,89.18657202683497,50.5835834913148,36.5044285851829,234.423937718014,95.36937504715459,54.115493093546654,39.503800583963866,21.634204350369416,11.619227290134116,8.431512071462905,6.9301975824345865,77.20138993023556,33.876051660994534,22.067691444180944,17.4387637189581,112.62008638221664,47.41558891040483,33.7174871599608,25.563557963569245
