Noise Level,,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High
Model Complexity,,Simple,Simple,Simple,Simple,Middle,Middle,Middle,Middle,Complex,Complex,Complex,Complex,Simple,Simple,Simple,Simple,Middle,Middle,Middle,Middle,Complex,Complex,Complex,Complex
Window Size,,50,100,150,200,50,100,150,200,50,100,150,200,50,100,150,200,50,100,150,200,50,100,150,200
Variation,Structure,0.019389172335600946,0.03619242488662139,0.05202684082892417,0.06591721584467125,0.003810043615071812,0.008049999728321322,0.012197590312756357,0.01591643030282519,0.003478875963171202,0.006983013285356027,0.010474872370055843,0.014936606546894382,0.03546857284580507,0.06630164871504152,0.09253303138384977,0.116548899675611,0.009513946603263601,0.02016853356087228,0.030025955761133094,0.03869328184121279,0.007596893939697313,0.014879577320638743,0.023091142337484993,0.031618483177344225
Variation,Estimated Number of Acyclic Paths,0.3297720334064018,0.7708776098025582,1.1642201777411083,1.6558600300027824,5.867076346990011,22.309212571375404,40.64086122530732,59.516910107798616,72.36939659115201,245.15444114958072,485.1671390425689,840.3820117267932,0.8290219602603303,2.006823975048029,3.347313751985853,4.917135709966331,12.480789007676096,39.07736543570117,85.60391573733355,151.35379299718863,281.36402429447656,2183.8372550842087,7537.174520911285,23058.19486729102
Variation,Number of Ties in Paths to Goal,1.9024999999999999,3.787499999999998,5.7375,7.800000000000001,0.6275000000000044,1.7324999999998454,3.237499999999841,4.704999999999927,0.3774999999999977,0.9575000000000387,1.8925000000000978,2.75,3.9625000000000004,8.445,12.435,16.6475,1.4325000000000045,3.8000000000000114,6.342499999999973,9.275000000000091,1.125,2.689999999999941,4.654999999999973,6.710000000000036
Variation,Lempel-Ziv Complexity,1.4324999999999974,4.604999999999997,7.617500000000007,11.022499999999994,0.3500000000000085,0.7600000000000193,1.2375000000000114,1.607499999999959,0.43499999999998806,1.0349999999999966,1.5749999999999886,2.2350000000000136,3.397500000000008,8.917499999999997,14.409999999999997,20.032499999999985,0.6400000000000006,1.522500000000008,2.460000000000008,3.497499999999974,1.0200000000000102,1.8750000000000284,2.927500000000009,3.82499999999996
Distance,Average Affinity,0.0024116666666666453,0.0024194089706590094,0.0024142473633749217,0.002403994675759802,0.0013464177375912267,0.0012674934044630964,0.0012305281488335096,0.0012352208870831938,0.0009859676899485748,0.00106444896563046,0.0010952792327085792,0.0011145618322255246,0.005029086491739609,0.005221263828763867,0.005110983274741687,0.005282514357501877,0.002555538395844603,0.0026816467090707286,0.0026548738261487626,0.0025808557125448495,0.0022089516928106567,0.002094701944889865,0.002081312784173006,0.002188207314769375
Distance,Deviation from Random,0.0014532134023583776,0.0011401421070396656,0.0007755993193852562,0.0008272775208587602,0.0005888393945935322,0.0004616405269856627,0.0004540383756810318,0.0004945224677505022,0.0005402382105907932,0.00042700194159922544,0.00030771799332846017,0.0002758870657902368,0.003039653064457526,0.0022378226491656106,0.001865651452496786,0.0013022921472772842,0.0012164245743200852,0.0008662538422349875,0.000888883955694475,0.000657273309281392,0.001152756960682011,0.0008204301326716346,0.0006064395737342965,0.0003938013507866489
Distance,Average Edit Distance,0.020753061224489833,0.021267171717171615,0.021398210290828057,0.021381532663316636,0.010924489795919534,0.009486868686868988,0.00921543624161103,0.00955238693467253,0.010589795918368061,0.011161616161618149,0.011014541387024401,0.011653768844220203,0.044420408163265424,0.04604141414141405,0.04652908277404927,0.04651180904522606,0.02015918367346803,0.020441414141415315,0.019899776286353976,0.01972298994974686,0.025342857142857333,0.023647474747476416,0.023257494407157964,0.02287751256281556
Graph Entropy,Sequence Entropy,6.7752792532730695,15.66973562472407,26.732110067672636,37.1788484953488,2.7165546012255675,7.222895722477119,11.88810310515305,16.643908897511665,2.0693976186998952,6.0465397319708245,11.13086432694331,15.969225187537631,15.04477151635053,36.86222471727413,57.56526652328273,81.27841923532475,5.263289265391904,13.551284197244968,22.8327384608599,33.84812324094855,4.968068174297969,13.803065647957055,25.002282054845864,37.316103039845075
Graph Entropy,Normalized Sequence Entropy,0.004612882999030302,0.004856389150395851,0.0051903582067347465,0.005271428865376654,0.00109920401771893,0.001297031418999478,0.0014683515140713477,0.0015432076395605065,0.0006098033754196319,0.0008536009663333566,0.0009320498224285323,0.0010545809657721006,0.009572510577752838,0.010625160024819849,0.010555652801458502,0.010837859195940408,0.0020879097923866274,0.0026487405066542014,0.0030949905656187937,0.003081569985227184,0.0011551444429725444,0.0015904158825194026,0.0019194763625405564,0.001962323769561125
Graph Entropy,Variant Entropy,3.6442123246679934,7.708860673251904,11.96893712775593,16.623773507133734,4.95871734144103,13.039187029785126,22.30279630763073,31.796224960900076,4.7468201990374155,14.341499164547713,26.649143479370196,40.51115966994166,7.591292535674439,16.00610722134728,25.55065586261219,35.3175264952164,12.110805278321465,30.81536223371114,52.10391718105285,74.25009271113322,12.470616650976012,33.594476183370716,58.24966722003592,89.06563717991958
Graph Entropy,Normalized Variant Entropy,0.01949954284918251,0.03387289489848411,0.0417548267316013,0.04748608389385073,0.0007838331906571405,0.000692013950557957,0.0007005266752197481,0.0007309858938506775,0.00022682420854674978,0.0002806959124095343,0.0003353044371081082,0.0003270062867505308,0.03764559507183479,0.05376611584174895,0.06542838215127145,0.0749420963813498,0.001180662677839367,0.0013599700584664975,0.0015772111946388279,0.0019512878660452593,0.0007156813484449354,0.0006583015393821778,0.0007004543661074947,0.0006452348939452457
