Metric,Sample Size,Mean Value,Median Value,Sample Q05,Sample Q95,Empirical CI Rel Width,Sample CI Low,Sample CI High,Sample CI Rel Width,Sample Std,Bootstrap CI Low,Bootstrap CI High,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Average Edit Distance,500,2.032303486973948,2.1045170340681363,1.5733687374749499,2.271587575150301,0.34356032066597614,,,,,,,0.05906978081619294,0.061867408154956824,0.04577306367885405,0.14805967720606525,,False
Average Edit Distance,600,2.027493711741792,2.1147022815804117,1.3952481914301613,2.28420979410128,0.4384534450207611,,,,,,,0.05906978081619294,0.061867408154956824,0.04577306367885405,0.14805967720606525,,False
Average Edit Distance,700,2.0487966073983244,2.1087594522787656,1.5382816268138155,2.2563774780298385,0.3504964078049216,,,,,,,0.05906978081619294,0.061867408154956824,0.04577306367885405,0.14805967720606525,,False
Average Edit Distance,800,2.0298196495619525,2.11357634543179,1.4452553191489361,2.236681320400501,0.3898996649393751,,,,,,,0.05906978081619294,0.061867408154956824,0.04577306367885405,0.14805967720606525,,False
Average Edit Distance,900,2.0297850451118524,2.1107699913484117,1.636165368928439,2.255958101594364,0.305348950204612,,,,,,,0.05906978081619294,0.061867408154956824,0.04577306367885405,0.14805967720606525,,False
Average Edit Distance,1000,2.0530028628628627,2.1090490490490494,1.6736914914914915,2.2500565565565562,0.28074245559567196,,,,,,,0.05906978081619294,0.061867408154956824,0.04577306367885405,0.14805967720606525,,False
Avg. Trace Length,100,3.7848,3.745,2.938,4.753,0.4795497780596068,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Avg. Trace Length,200,3.7327,3.7024999999999997,2.9965,4.598999999999999,0.429313901465427,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Avg. Trace Length,300,3.7342333333333335,3.6966666666666663,3.0225,4.460666666666667,0.385130370357146,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Avg. Trace Length,400,3.720575,3.66625,3.0165,4.4541249999999994,0.3863986077420827,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Avg. Trace Length,500,3.7546,3.724,3.0319000000000003,4.490099999999999,0.3883769243061841,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Avg. Trace Length,600,3.6723166666666667,3.6449999999999996,2.742583333333333,4.615166666666666,0.5099188069293225,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Avg. Trace Length,700,3.728014285714286,3.69,3.1332142857142857,4.5329999999999995,0.3754775617812622,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Avg. Trace Length,800,3.7311875,3.655,3.189,4.615125,0.3822174575788539,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Avg. Trace Length,900,3.7342333333333335,3.635,3.0538333333333334,4.4875,0.3839253037214242,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Avg. Trace Length,1000,3.72933,3.726,3.1136,4.48365,0.3673716190307642,,,,,,,-0.021132300360304387,0.504452335164836,-0.0393762715559447,0.21345828486934548,,False
Deviation from Random,100,0.5926518234779301,0.5945523845437297,0.5600490152045033,0.6234058725579206,0.10690401150141166,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Deviation from Random,200,0.5928576792557166,0.5962508514263495,0.5653342557497799,0.6178689399556779,0.0886126401733565,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Deviation from Random,300,0.5912509076684429,0.5927151663755814,0.5697105770292022,0.6129388080415583,0.07311317488344095,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Deviation from Random,400,0.5893656182356207,0.5933664690115215,0.5618621951843166,0.6162110689485082,0.09221588786752681,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Deviation from Random,500,0.5920431051959103,0.5929718859823971,0.5649937689113438,0.6148755469551266,0.08425362546410645,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Deviation from Random,600,0.5914264977360993,0.5952188896140136,0.5520323611066057,0.6181155519324487,0.11173525548618558,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Deviation from Random,700,0.5930224042469192,0.5923340953627186,0.5717549775923404,0.6165718824835263,0.07557371284833507,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Deviation from Random,800,0.5916115463857541,0.5930000718237587,0.5697945384888055,0.6116405980303343,0.07073232393311604,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Deviation from Random,900,0.5918109251747772,0.5916028910184086,0.5683158033540462,0.6159324704964425,0.0804592566930627,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Deviation from Random,1000,0.5920024979416345,0.5916315124236866,0.5776564914434337,0.6150485646000295,0.06316201922560528,,,,,,,-0.0007694561581642772,0.9806117889367983,-0.04045922465719607,0.20112384066629854,,False
Estimated Number of Acyclic Paths,100,4.166545018095641,3.630780547701014,2.08929613085404,9.120108393559097,1.6874442090916268,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
Estimated Number of Acyclic Paths,200,6.18293863585351,5.248074602497725,2.51188643150958,11.075671232638456,1.3850670862992813,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
Estimated Number of Acyclic Paths,300,8.550508628627314,7.585775750291837,3.600239106336064,19.054607179632477,1.8074209084538908,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
Estimated Number of Acyclic Paths,400,11.551332636623899,9.120108393559097,3.630780547701014,27.542287033381665,2.0700214631399665,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
Estimated Number of Acyclic Paths,500,16.22178813063265,10.964781961431852,5.203928788492922,57.543993733715695,3.2265286985462254,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
Estimated Number of Acyclic Paths,600,18.076571718898755,13.182567385564074,4.328439433666628,47.86300923226383,2.4083421610903426,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
Estimated Number of Acyclic Paths,700,22.466754994759935,13.182567385564074,6.309573444801933,69.18309709189366,2.79851378900763,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
