Metric,Sample Size,Mean Value,Median Value,Bootstrap CI Low,Bootstrap CI High,Sample CI Low,Sample CI High,Sample CI Rel Width,Sample Q05,Sample Q95,Empirical CI Rel Width,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Estimated Number of Acyclic Paths,500,3835608.4860676248,3019951.720402019,,,758299.0510062105,9120108.393559096,2.1800476698615427,831763.7711026708,9120108.393559096,2.1608943281262456,0.7072388672211536,1.808478822636508e-152,0.8444839086902062,6.965486504984951e-273,8100.0,True
Estimated Number of Acyclic Paths,600,5859746.567776647,5248074.602497723,,,,,,,,,0.7072388672211536,1.808478822636508e-152,0.8444839086902062,6.965486504984951e-273,8100.0,True
Estimated Number of Acyclic Paths,700,7584297.714470203,7585775.7502918355,,,,,,,,,0.7072388672211536,1.808478822636508e-152,0.8444839086902062,6.965486504984951e-273,8100.0,True
Estimated Number of Acyclic Paths,800,10370996.107268779,9120108.393559096,,,,,,,,,0.7072388672211536,1.808478822636508e-152,0.8444839086902062,6.965486504984951e-273,8100.0,True
Estimated Number of Acyclic Paths,900,10264750.895098118,9120108.393559096,,,,,,,,,0.7072388672211536,1.808478822636508e-152,0.8444839086902062,6.965486504984951e-273,8100.0,True
Estimated Number of Acyclic Paths,1000,11861294.553872991,10964781.961431852,,,3019951.720402019,30466970.218692306,2.3139985583890748,3019951.720402019,27542287.03338169,2.0674248667884694,0.7072388672211536,1.808478822636508e-152,0.8444839086902062,6.965486504984951e-273,8100.0,True
Lempel-Ziv Complexity,100,611.08,615.0,,,496.90000000000003,724.05,0.3717189238724879,533.5,700.2,0.27279570596321273,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Lempel-Ziv Complexity,200,1040.48,1048.0,,,,,,,,,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Lempel-Ziv Complexity,300,1418.58,1434.5,,,,,,,,,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Lempel-Ziv Complexity,400,1746.25,1763.0,,,,,,,,,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Lempel-Ziv Complexity,500,2061.45,2053.0,,,1784.425,2266.05,0.233634092507701,1836.6,2264.05,0.20735404690872944,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Lempel-Ziv Complexity,600,2393.48,2414.0,,,,,,,,,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Lempel-Ziv Complexity,700,2706.72,2756.0,,,,,,,,,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Lempel-Ziv Complexity,800,3025.33,3054.5,,,,,,,,,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Lempel-Ziv Complexity,900,3274.83,3316.5,,,,,,,,,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Lempel-Ziv Complexity,1000,3553.08,3604.5,,,3211.9,3854.525,0.18086420795478853,3217.95,3773.75,0.15642766276019685,0.9884769302223055,0.0,0.9882069398664809,0.0,,False
Max. Trace Length,100,93.8,90.5,,,61.900000000000006,162.04999999999998,1.067697228144989,65.95,129.14999999999992,0.6737739872068221,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Max. Trace Length,200,109.3,107.5,,,,,,,,,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Max. Trace Length,300,119.4,111.0,,,,,,,,,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Max. Trace Length,400,121.63,115.5,,,,,,,,,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Max. Trace Length,500,126.51,117.0,,,88.37500000000001,175.0,0.6847284799620582,91.95,175.0,0.6564698442810845,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Max. Trace Length,600,129.9,127.0,,,,,,,,,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Max. Trace Length,700,130.46,127.0,,,,,,,,,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Max. Trace Length,800,140.74,133.0,,,,,,,,,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Max. Trace Length,900,140.31,151.0,,,,,,,,,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Max. Trace Length,1000,138.74,133.0,,,100.70000000000003,175.0,0.5355340925472103,107.0,175.0,0.49012541444428426,0.45217893111025587,1.4929813955145312e-51,0.45916972724341876,2.6602184506455547e-53,3100.0,True
Min. Trace Length,100,3.0,3.0,,,3.0,3.0,0.0,3.0,3.0,0.0,,,,,100.0,True
Min. Trace Length,200,3.0,3.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,300,3.0,3.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,400,3.0,3.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,500,3.0,3.0,,,3.0,3.0,0.0,3.0,3.0,0.0,,,,,100.0,True
Min. Trace Length,600,3.0,3.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,700,3.0,3.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,800,3.0,3.0,,,,,,,,,,,,,100.0,True
