Metric,Sample Size,Mean Value,Sample CI Low,Sample CI High,Sample CI Rel Width,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Number of Events,450,1686.464,1216.65,2223.2249999999995,0.5968553138400816,0.9641469914498999,0.0,0.9710214985598802,0.0,,False
Number of Events,500,1874.968,1429.9750000000006,2447.0499999999993,0.5424492578006658,0.9641469914498999,0.0,0.9710214985598802,0.0,,False
Number of Ties in Paths to Goal,50,26.118,11.0,45.52499999999998,1.3218852898384248,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Ties in Paths to Goal,100,35.55,20.0,59.52499999999998,1.1118143459915606,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Ties in Paths to Goal,150,41.54,22.0,74.52499999999998,1.2644439094848334,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Ties in Paths to Goal,200,47.368,25.0,85.09999999999991,1.268789055902717,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Ties in Paths to Goal,250,50.442,27.0,84.04999999999995,1.1310019428254223,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Ties in Paths to Goal,300,55.862,30.0,108.62499999999989,1.4074863055386466,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Ties in Paths to Goal,350,60.57,32.0,115.52499999999998,1.3789829948819543,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Ties in Paths to Goal,400,63.08,32.95000000000002,108.04999999999995,1.190551680405833,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Ties in Paths to Goal,450,68.13,37.0,136.04999999999995,1.4538382504036396,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Ties in Paths to Goal,500,73.098,40.47500000000001,147.14999999999986,1.4593422528660136,0.5934922482555723,0.0,0.6810346974856358,0.0,,False
Number of Traces,50,50.0,50.0,50.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
Number of Traces,100,100.0,100.0,100.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
Number of Traces,150,150.0,150.0,150.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
Number of Traces,200,200.0,200.0,200.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
Number of Traces,250,250.0,250.0,250.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
Number of Traces,300,300.0,300.0,300.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
Number of Traces,350,350.0,350.0,350.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
Number of Traces,400,400.0,400.0,400.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
Number of Traces,450,450.0,450.0,450.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
Number of Traces,500,500.0,500.0,500.0,0.0,1.0,0.0,0.9999999999999999,0.0,,False
