Metric,Sample Size,Mean Value,Sample CI Low,Sample CI High,Sample CI Rel Width,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Percentage of Distinct Traces,50,0.14452,0.08,0.2,0.8303349017437033,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Percentage of Distinct Traces,100,0.09054000000000001,0.06,0.13,0.7731389441130991,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Percentage of Distinct Traces,150,0.06781333333333334,0.04666666666666667,0.1,0.7864726700747149,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Percentage of Distinct Traces,200,0.05616,0.035,0.085,0.8903133903133903,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Percentage of Distinct Traces,250,0.04751999999999999,0.032,0.072,0.8417508417508418,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Percentage of Distinct Traces,300,0.04260666666666667,0.02666666666666667,0.07,1.017055233922704,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Percentage of Distinct Traces,350,0.03885142857142857,0.025714285714285714,0.06,0.8824827180467715,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Percentage of Distinct Traces,400,0.03507,0.0225,0.0525,0.8554319931565441,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Percentage of Distinct Traces,450,0.032995555555555556,0.022222222222222223,0.05227777777777773,0.9108970905172399,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Percentage of Distinct Traces,500,0.031156,0.02,0.054,1.0912825779946078,-0.7800376217105146,0.0,-0.867956850633063,0.0,,False
Sequence Entropy,50,153.23567262920866,73.87551127048057,260.66547804255276,1.2189718201195645,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Sequence Entropy,100,312.37286835638145,167.72020470782095,530.3741477206362,1.1609649228532515,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Sequence Entropy,150,471.46143614099714,254.38957553578678,789.5025221283461,1.1350089436212685,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Sequence Entropy,200,651.2797396379458,368.7627710924018,1000.5764183240447,0.9701110118716046,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Sequence Entropy,250,787.7846995191165,491.36764725999126,1225.072775301846,0.9313523460023108,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Sequence Entropy,300,967.7777969007251,579.7187054847468,1580.7737925839317,1.0343852589974984,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Sequence Entropy,350,1115.5452564483317,696.6725842036903,1828.3186515328084,1.0144331310520276,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Sequence Entropy,400,1274.8207544592726,815.1218090708121,2041.6330507191597,0.9621048585521217,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Sequence Entropy,450,1451.5439248905473,890.7247102466566,2246.0885798856316,0.9337394800100005,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Sequence Entropy,500,1626.597843074505,1009.1908180732948,2582.952019621897,0.9675170837396206,0.8647815006718343,0.0,0.9028757881358317,0.0,,False
Structure,50,0.8042640594280259,0.6944444444444444,0.8755423553719008,0.225172204084625,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Structure,100,0.8042855015835536,0.6944444444444444,0.8677685950413223,0.21550077709422943,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Structure,150,0.8013372436902523,0.6666666666666667,0.8677685950413223,0.25095792059852046,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Structure,200,0.8009468395014878,0.6944444444444444,0.859504132231405,0.20608070304602774,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Structure,250,0.7994397912202836,0.71875,0.859504132231405,0.17606595740819278,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Structure,300,0.7927154439754169,0.71875,0.8512396694214877,0.1671339576242649,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Structure,350,0.7923868486634017,0.71875,0.8466632231404957,0.16142774625331016,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Structure,400,0.7891718511022406,0.703125,0.8429752066115702,0.17721134682672812,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Structure,450,0.7903011234822978,0.7188726756198347,0.8429752066115702,0.1570319556739379,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Structure,500,0.7869265479287828,0.717332175925926,0.837487603305785,0.1526895079294403,-0.1537938398448054,7.646430278960013e-28,-0.2129931595410082,2.1610061961345896e-52,50.0,True
Variant Entropy,50,21.367641690597548,6.638330847253723,42.65205564194967,1.685432829517314,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
Variant Entropy,100,31.139802079954876,12.330454319409416,59.047416128267194,1.50023310003406,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
Variant Entropy,150,37.644184355003254,16.440820038897186,78.09162366385894,1.6377245165830723,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
Variant Entropy,200,43.65172178721948,18.205276764732332,84.69033362764316,1.523079826885009,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
Variant Entropy,250,46.92725928557881,20.59760452241498,91.40673112350467,1.5089124674888055,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
Variant Entropy,300,53.19938742887012,22.977911195963802,115.12325620803576,1.7320753013420365,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
Variant Entropy,350,59.72067353036896,25.639808972769497,127.63441473560174,1.7078609421738398,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
Variant Entropy,400,60.73729940732194,25.661827527956603,109.56975992633059,1.3814893519658005,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
Variant Entropy,450,66.55164149293147,31.506085539674242,136.90515390565565,1.5837185379894194,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
Variant Entropy,500,71.36267116527486,33.1133689666735,159.5769926641024,1.772125701468504,0.5720294887747344,0.0,0.6491656049215749,0.0,,False
